epoch,1_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,2_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,3_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,4_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,5_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
86,0.000150,0.000783,0.000000,2674,11334,33511
87,0.000148,0.000774,0.000000,2701,11461,33787
88,0.000146,0.000765,0.000000,2729,11606,34039
89,0.000145,0.000756,0.000000,2757,11757,34293
90,0.000143,0.000748,0.000000,2782,11905,34605
91,0.000142,0.000739,0.000000,2812,12055,34931
92,0.000140,0.000731,0.000000,2838,12195,35222
93,0.000139,0.000723,0.000000,2866,12325,35556
94,0.000137,0.000715,0.000000,2892,12443,35859
95,0.000136,0.000707,0.000000,2918,12561,36138
96,0.000134,0.000700,0.000000,2944,12684,36400
97,0.000133,0.000693,0.000000,2970,12818,36656
98,0.000132,0.000685,0.000000,2996,12935,36903
99,0.000130,0.000678,0.000000,3022,13050,37155
100,0.000129,0.000671,0.000000,3046,13169,37400
